Added 	 增加
The chart indicates the degree of confidence in the randomness of the sample at each character position. The significance level at each position is the probability of the observed character-level results occurring, assuming that the sample is randomly generated.	该图显示了每个字符位置的样本随机性的可靠性。假设样本是随机生成的，每个位置的显着性水平是观察到的字符水平的发生概率。
The chart shows the number of bits contributed by each character position.	在图中，显示了每个字符位置贡献的位数。
The chart shows the number of bits of effective entropy at each significance level, based on all tests. Each significance level defines a minimum probability of the observed results occurring if the sample is randomly generated. When the probability of the observed results occurring falls below this level, the hypothesis that the sample is randomly generated is rejected. Using a lower significance level means that stronger evidence is required to reject the hypothesis that the sample is random, and so increases the chance that non-random data will be treated as random.	该图显示了基于所有测试的每个显着性水平的有效熵位的数量。每个显着性水平定义了随机生成样本时发生的观察的最小概率。如果观察概率低于该水平，则否定样本随机生成的假设。降低显着性水平将需要更强的证据来否定令牌随机生成的假设，增加了随机数据被视为随机数据的可能性。
The chart shows the number of bits of effective entropy at each significance level, based on the bit-level tests. Each significance level defines a minimum probability of the observed results occurring if the sample is randomly generated. When the probability of the observed results occurring falls below this level, the hypothesis that the sample is randomly generated is rejected. Using a lower significance level means that stronger evidence is required to reject the hypothesis that the sample is random, and so increases the chance that non-random data will be treated as random.	该图显示了基于比特级测试的每个显着性水平的有效熵比特数。每个显着性水平定义了随机生成样本时发生的观察的最小概率。如果观察概率低于该水平，则否定样本随机生成的假设。降低显着性水平将需要更强的证据来否定令牌随机生成的假设，增加了随机数据被视为随机数据的可能性。
The chart shows the number of bits of effective entropy at each significance level, based on the character-level tests. Each significance level defines a minimum probability of the observed results occurring if the sample is randomly generated. When the probability of the observed results occurring falls below this level, the hypothesis that the sample is randomly generated is rejected. Using a lower significance level means that stronger evidence is required to reject the hypothesis that the sample is random, and so increases the chance that non-random data will be treated as random.	该图显示了基于字符级别测试的每个显着性级别的有效熵位数。每个显着性水平定义了随机生成样本时发生的观察的最小概率。如果观察概率低于该水平，则否定样本随机生成的假设。降低显着性水平将需要更强的证据来否定令牌随机生成的假设，增加了随机数据被视为随机数据的可能性。
The chart shows the size of the character set used at each position. This number is the count of different characters that appear at each position within the sample data.	该图显示了每个位置使用的字符集的大小。此数字是样本数据中每个位置出现的不同字符的数量。
The configuration library lets you manage different Burp configurations for particular tasks. There are various built-in configurations that are useful for common purposes, and you can create your own configurations as required.	使用配置库，您可以根据任务管理各种Burp设置。有各种内置设置可用于一般用途，您可以根据需要创建唯一设置。
The data recovery process completed successfully. You can now open the recovered project.	数据恢复过程已成功完成。您可以打开已恢复的项目。
The directory selected is not empty	所选目录不为空
The export operation encountered some problems.	导出过程出现问题。
The extension could not be loaded because it requires a later version of Java. To use this extension you will need to start Burp with the required or later Java version.	我们无法加载，因为扩展程序请求更新版本的Java。要使用此扩展，请在所请求的版本或更新版本的Java中启动Burp。
The extension is loading.	加载扩展。
The extension loaded successfully. Any output or error messages generated are shown below.	已成功加载扩展程序。生成的输出和错误显示在下面。
The file does not contain JSON	该文件没有JSON
The file you have selected is a Burp state file, not a project file.	所选文件不是项目文件，而是Burp的状态文件。
The final response from the macro	宏的最后响应
The following configurations could not be exported due to an error:	由于错误，我们无法导出以下设置：
The following items will be removed:	删除以下项目：
The following rules determine whether Burp sends each outgoing request to a proxy server, or directly to the destination web server. The first rule that matches each destination host will be used. To send all traffic to a single proxy server, create a rule with * as the destination host.	每个传出请求是发送到代理服务器还是直接发送到目标Wweb服务器由以下规则确定。使用目标主机首次匹配的规则。要将所有流量发送到单个代理服务器，请使用目标主机*创建规则。
The free edition of Burp contains a demo version of Burp Intruder. Some functionality is disabled, and attacks are time throttled.	Burp的免费版本包含Burp 攻击器的演示版本。某些功能已被禁用，攻击会定时。
